index	RPKM	type	genome
K2_TE0053657	6.0513	specific	K
K2_TE0053658	6.0513	specific	K
K2_TE0053659	6.0513	specific	K
K2_TE0053660	6.13534	specific	K
K2_TE0053661	6.0513	specific	K
K2_TE0053662	5.96725	specific	K
K2_TE0053663	6.13534	specific	K
K2_TE0053664	5.96725	specific	K
K2_TE0053695	0.168092	specific	K
K2_TE0437452	14.0357	specific	K
K2_TE0437451	13.8676	specific	K
K2_TE0437450	13.8676	specific	K
K2_TE0437449	13.9516	specific	K
K2_TE0437448	13.8676	specific	K
K2_TE0437447	13.8676	specific	K
K2_TE2022048	3.27779	specific	K
K2_TE2022047	3.27779	specific	K
K2_TE2022046	3.61397	specific	K
K2_TE0208602	20.9274	specific	K
K2_TE0208603	14.4559	specific	K
K2_TE0208604	14.4559	specific	K
K2_TE0208605	14.4559	specific	K
K2_TE0208606	14.3718	specific	K
K2_TE0208607	14.3718	specific	K
K2_TE0208608	15.0442	specific	K
K2_TE0208609	15.0442	specific	K
K2_TE0208610	25.9702	specific	K
K2_TE1845754	2.10115	specific	K
K2_TE1845755	1.0926	specific	K
K2_TE1845756	1.0926	specific	K
K2_TE1845757	1.0926	specific	K
K2_TE1845758	1.17664	specific	K
K2_TE1845791	0.252137	specific	K
K2_TE1845820	0.168092	specific	K
K2_TE1845821	0.168092	specific	K
K2_TE1845822	0.168092	specific	K
K2_TE1845823	0.252137	specific	K
K2_TE1845846	0.168092	specific	K
K2_TE1846557	4.79061	specific	K
K2_TE1846558	5.37893	specific	K
K2_TE1846559	4.9587	specific	K
K2_TE1846560	5.04275	specific	K
K2_TE1846561	5.37893	specific	K
K2_TE1846562	5.12679	specific	K
K2_TE1846563	5.54702	specific	K
K2_TE1846564	0.420229	specific	K
K2_TE1846568	3.78206	specific	K
K2_TE1846569	3.69802	specific	K
K2_TE1846570	3.69802	specific	K
K2_TE1846571	3.69802	specific	K
K2_TE1846610	25.2978	specific	K
K2_TE1847436	0.252137	specific	K
K2_TE1847438	0.168092	specific	K
K2_TE1847439	0.168092	specific	K
K2_TE1847440	0.168092	specific	K
K2_TE1847441	0.168092	specific	K
K2_TE1847442	0.168092	specific	K
K2_TE1847443	0.168092	specific	K
K2_TE1847444	0.168092	specific	K
K2_TE1847445	0.168092	specific	K
K2_TE1847446	0.168092	specific	K
K2_TE1847447	0.168092	specific	K
K2_TE1847448	0.168092	specific	K
K2_TE1847449	0.168092	specific	K
K2_TE1847450	0.168092	specific	K
K2_TE1847660	13.7835	specific	K
K2_TE1847742	3.86611	specific	K
K2_TE1851404	0.168092	specific	K
K2_TE1851409	0.252137	specific	K
K2_TE1851447	0.168092	specific	K
K2_TE1851448	23.6169	specific	K
K2_TE1851449	14.708	specific	K
K2_TE1851450	10.3376	specific	K
K2_TE1851451	3.1097	specific	K
K2_TE1851452	3.19374	specific	K
K2_TE1851453	3.52992	specific	K
K2_TE1851454	2.9416	specific	K
K2_TE1851455	0.840458	specific	K
K2_TE1851456	9.07695	specific	K
K2_TE1851457	11.5143	specific	K
K2_TE1851458	4.9587	specific	K
K2_TE1851459	5.04275	specific	K
K2_TE1851460	6.9758	specific	K
K2_TE1851461	5.12679	specific	K
K2_TE1851697	13.0271	specific	K
K2_TE1851715	0.252137	specific	K
K2_TE1851737	16.557	specific	K
K2_TE1851738	15.4644	specific	K
K2_TE1853555	0.420229	specific	K
K2_TE1853556	0.420229	specific	K
K2_TE1853557	0.420229	specific	K
K2_TE1853558	0.420229	specific	K
K2_TE1853559	0.420229	specific	K
K2_TE1853560	0.420229	specific	K
K2_TE1853561	0.420229	specific	K
K2_TE1853562	0.420229	specific	K
K2_TE1853563	0.420229	specific	K
K2_TE1853564	0.420229	specific	K
K2_TE1853565	0.420229	specific	K
K2_TE1853566	0.420229	specific	K
K2_TE1853567	0.420229	specific	K
K2_TE1853568	0.420229	specific	K
K2_TE1853569	0.420229	specific	K
K2_TE1853570	0.336183	specific	K
K2_TE1853571	0.336183	specific	K
K2_TE1853572	0.336183	specific	K
K2_TE1853573	0.336183	specific	K
K2_TE1853574	0.336183	specific	K
K2_TE1853575	0.336183	specific	K
K2_TE1853576	0.252137	specific	K
K2_TE1853577	0.252137	specific	K
K2_TE1853578	0.252137	specific	K
K2_TE1853579	0.252137	specific	K
K2_TE1853580	0.252137	specific	K
K2_TE1853581	0.252137	specific	K
K2_TE1853582	0.252137	specific	K
K2_TE1853583	0.252137	specific	K
K2_TE1853584	0.252137	specific	K
K2_TE1853586	0.252137	specific	K
K2_TE0059482	1.68092	specific	K
K2_TE0059481	6.89176	specific	K
K2_TE0059480	4.37038	specific	K
K2_TE0342682	0.420229	specific	K
K2_TE0342683	0.588321	specific	K
K2_TE0342684	0.252137	specific	K
K2_TE0342708	0.252137	specific	K
K2_TE0342728	0.168092	specific	K
K2_TE0342729	0.168092	specific	K
K2_TE0342730	0.168092	specific	K
K2_TE0342731	0.168092	specific	K
K2_TE0342812	3.61397	specific	K
K2_TE0342813	0.252137	specific	K
K2_TE0342814	0.252137	specific	K
K2_TE0342815	0.252137	specific	K
K2_TE0342816	0.252137	specific	K
K2_TE1509870	1.34473	specific	K
K2_TE1509871	4.45443	specific	K
K2_TE1509872	6.47153	specific	K
K2_TE1509873	5.88321	specific	K
K2_TE1509874	7.31199	specific	K
K2_TE1509875	5.96725	specific	K
K2_TE1509876	5.54702	specific	K
K2_TE1509877	4.9587	specific	K
K2_TE1509878	23.785	specific	K
K2_TE1509879	12.9431	specific	K
K2_TE1509880	12.4388	specific	K
K2_TE1509881	1.0926	specific	K
K2_TE1509921	6.38748	specific	K
K2_TE1509927	0.420229	specific	K
K2_TE1509932	1.00855	specific	K
K2_TE1509933	0.840458	specific	K
K2_TE1509934	3.61397	specific	K
K2_TE1509935	2.0171	specific	K
K2_TE1509936	1.93305	specific	K
K2_TE1509937	2.35328	specific	K
K2_TE1509938	3.95015	specific	K
K2_TE1509939	3.19374	specific	K
K2_TE1509940	6.0513	specific	K
K2_TE1509941	8.9929	specific	K
K2_TE1509942	3.1097	specific	K
K2_TE1509943	1.59687	specific	K
K2_TE1509944	1.76496	specific	K
K2_TE1511742	9.07695	specific	K
K2_TE1511743	13.6154	specific	K
K2_TE1511744	13.6995	specific	K
K2_TE1511745	9.49718	specific	K
K2_TE1511746	8.74077	specific	K
K2_TE1511747	8.15244	specific	K
K2_TE1511748	13.0271	specific	K
K2_TE1511749	13.9516	specific	K
K2_TE1511750	22.1881	specific	K
K2_TE1511751	6.80771	specific	K
K2_TE1511752	8.57267	specific	K
K2_TE1511753	10.0015	specific	K
K2_TE1511754	9.91741	specific	K
K2_TE1511755	10.4217	specific	K
K2_TE1511756	16.3889	specific	K
K2_TE1511757	25.5499	specific	K
K2_TE1511758	8.23649	specific	K
K2_TE1511759	3.69802	specific	K
K2_TE1511760	3.52992	specific	K
K2_TE1511761	2.77351	specific	K
K2_TE1511762	3.19374	specific	K
K2_TE1511763	3.27779	specific	K
K2_TE1511764	2.77351	specific	K
K2_TE1511765	2.77351	specific	K
K2_TE1511766	6.0513	specific	K
K2_TE1511767	3.61397	specific	K
K2_TE1511768	3.19374	specific	K
K2_TE1511769	2.18519	specific	K
K2_TE1511770	3.61397	specific	K
K2_TE1511771	7.39603	specific	K
K2_TE1511772	8.82481	specific	K
K2_TE1511773	13.6154	specific	K
K2_TE1511774	0.168092	specific	K
K2_TE1511775	0.168092	specific	K
K2_TE1511776	0.168092	specific	K
K2_TE1511777	0.168092	specific	K
K2_TE1511778	0.168092	specific	K
K2_TE1511779	0.168092	specific	K
K2_TE1511780	0.168092	specific	K
K2_TE1511781	0.168092	specific	K
K2_TE1511839	9.32909	specific	K
K2_TE1514096	0.168092	specific	K
K2_TE1514098	0.168092	specific	K
K2_TE1514099	0.168092	specific	K
K2_TE1514100	0.168092	specific	K
K2_TE1514102	0.168092	specific	K
K2_TE1514103	0.168092	specific	K
K2_TE1514104	0.168092	specific	K
K2_TE1514105	0.168092	specific	K
K2_TE1514106	0.168092	specific	K
K2_TE1514107	0.168092	specific	K
K2_TE1514108	0.168092	specific	K
K2_TE1514109	0.168092	specific	K
K2_TE1514110	0.168092	specific	K
K2_TE1514111	0.168092	specific	K
K2_TE1514112	0.168092	specific	K
K2_TE1514114	0.168092	specific	K
K2_TE1514116	0.168092	specific	K
K2_TE1514117	0.168092	specific	K
K2_TE1514118	0.168092	specific	K
K2_TE1514119	0.168092	specific	K
K2_TE1514120	0.168092	specific	K
K2_TE1514121	0.168092	specific	K
K2_TE1514122	0.168092	specific	K
K2_TE1514123	0.168092	specific	K
K2_TE1514124	0.168092	specific	K
K2_TE1514125	0.168092	specific	K
K2_TE1514126	0.168092	specific	K
K2_TE1514127	0.168092	specific	K
K2_TE1514128	0.168092	specific	K
K2_TE1514129	0.168092	specific	K
K2_TE1514130	0.168092	specific	K
K2_TE1514131	0.168092	specific	K
K2_TE1514132	0.168092	specific	K
K2_TE1514133	0.168092	specific	K
K2_TE1514134	0.168092	specific	K
K2_TE1514135	0.168092	specific	K
K2_TE1514136	0.168092	specific	K
K2_TE1514137	0.168092	specific	K
K2_TE1514138	0.168092	specific	K
K2_TE1514139	0.168092	specific	K
K2_TE1514140	0.168092	specific	K
K2_TE1514141	0.672367	specific	K
K2_TE1514142	0.252137	specific	K
K2_TE1514143	0.252137	specific	K
K2_TE1514144	0.252137	specific	K
K2_TE1514145	0.252137	specific	K
K2_TE1514547	2.85756	specific	K
K2_TE1514581	0.168092	specific	K
K2_TE1514583	0.168092	specific	K
K2_TE1514584	0.168092	specific	K
K2_TE1514585	0.168092	specific	K
K2_TE1928444	0.168092	specific	K
K2_TE1928445	0.336183	specific	K
K2_TE1928446	0.252137	specific	K
K2_TE1928447	0.168092	specific	K
K2_TE1928491	41.8548	specific	K
K2_TE1928492	41.8548	specific	K
K2_TE1928493	41.6867	specific	K
K2_TE1928494	41.7708	specific	K
K2_TE1928495	41.6027	specific	K
K2_TE1928496	41.6867	specific	K
K2_TE1929039	0.168092	specific	K
K2_TE1929043	1.93305	specific	K
K2_TE1929044	1.68092	specific	K
K2_TE1929045	10.5057	specific	K
K2_TE1929046	1.76496	specific	K
K2_TE1929047	11.7664	specific	K
K2_TE1929050	1.0926	specific	K
K2_TE1929051	1.00855	specific	K
K2_TE1929103	0.168092	specific	K
K2_TE1929104	0.168092	specific	K
K2_TE1929105	0.168092	specific	K
K2_TE1929106	0.168092	specific	K
K2_TE1929107	0.168092	specific	K
K2_TE1929108	0.168092	specific	K
K2_TE1929109	0.168092	specific	K
K2_TE1929111	0.168092	specific	K
K2_TE1929112	0.168092	specific	K
K2_TE1929113	0.168092	specific	K
K2_TE1929114	0.168092	specific	K
K2_TE1929115	0.168092	specific	K
K2_TE1929116	0.168092	specific	K
K2_TE1929117	0.168092	specific	K
K2_TE1929118	0.168092	specific	K
K2_TE1929119	0.168092	specific	K
K2_TE1929120	0.168092	specific	K
K2_TE1929121	0.168092	specific	K
K2_TE1929123	0.336183	specific	K
K2_TE1929124	0.168092	specific	K
K2_TE1929125	0.168092	specific	K
K2_TE1929126	1.59687	specific	K
K2_TE1929842	33.5343	specific	K
K2_TE1929843	33.6183	specific	K
K2_TE1929860	0.168092	specific	K
K2_TE1929861	63.7908	specific	K
K2_TE1930388	0.168092	specific	K
K2_TE1930389	0.168092	specific	K
K2_TE1930390	0.168092	specific	K
K2_TE1930426	56.4788	specific	K
K2_TE1930429	14.3718	specific	K
K2_TE1930430	16.3049	specific	K
K2_TE1931206	17.9858	specific	K
K2_TE1931207	30.6767	specific	K
K2_TE1931208	10.2536	specific	K
K2_TE1931209	22.5243	specific	K
K2_TE1931210	21.936	specific	K
K2_TE1931211	11.5983	specific	K
K2_TE1931212	11.2621	specific	K
K2_TE1931213	13.8676	specific	K
K2_TE1931214	6.89176	specific	K
K2_TE1931215	11.3462	specific	K
K2_TE1932423	89.929	specific	K
K2_TE1932427	0.672367	specific	K
K2_TE1932428	2.26924	specific	K
K2_TE1932429	0.336183	specific	K
K2_TE1932430	0.336183	specific	K
K2_TE1932431	0.252137	specific	K
K2_TE1932432	5.71512	specific	K
K2_TE1781666	3.86611	specific	K
K2_TE1730026	2.85756	specific	K
K2_TE1730025	2.85756	specific	K
K2_TE1730024	2.26924	specific	K
K2_TE1729997	10.0015	specific	K
K2_TE1729996	10.0015	specific	K
K2_TE1729995	3.95015	specific	K
K2_TE1729993	4.45443	specific	K
K2_TE1729994	2.68947	specific	K
K2_TE1729992	4.62252	specific	K
K2_TE1729991	3.44588	specific	K
K2_TE1729990	1.51282	specific	K
K2_TE1729949	0.588321	specific	K
K2_TE1729948	0.504275	specific	K
K2_TE1729947	0.504275	specific	K
K2_TE1729946	0.252137	specific	K
K2_TE1729945	0.252137	specific	K
K2_TE0817049	0.672367	specific	K
K2_TE1877735	0.168092	specific	K
K2_TE1877733	0.168092	specific	K
K2_TE1877734	0.168092	specific	K
K2_TE1877732	0.168092	specific	K
K2_TE1877731	0.168092	specific	K
K2_TE1877730	0.168092	specific	K
K2_TE1877729	0.168092	specific	K
K2_TE1877728	92.3664	specific	K
K2_TE1877727	92.3664	specific	K
K2_TE1877726	92.3664	specific	K
K2_TE1877725	93.2068	specific	K
K2_TE1877724	93.8792	specific	K
K2_TE1877723	92.7025	specific	K
K2_TE1877722	92.6185	specific	K
K2_TE1877721	92.6185	specific	K
K2_TE1877720	100.771	specific	K
K2_TE1877719	94.6356	specific	K
K2_TE1877718	98.8379	specific	K
K2_TE1877717	94.3835	specific	K
K2_TE1877716	94.8037	specific	K
K2_TE1877715	93.627	specific	K
K2_TE1877714	94.7196	specific	K
K2_TE1877713	93.7951	specific	K
K2_TE1877712	93.9632	specific	K
K2_TE1877711	93.9632	specific	K
K2_TE1877710	93.9632	specific	K
K2_TE1877709	93.9632	specific	K
K2_TE1877708	93.7111	specific	K
K2_TE1877707	93.9632	specific	K
K2_TE1877706	94.1313	specific	K
K2_TE1877705	94.1313	specific	K
K2_TE1877704	93.2909	specific	K
K2_TE1877703	85.3065	specific	K
K2_TE1877702	5.96725	specific	K
K2_TE1877701	4.28634	specific	K
K2_TE1875643	0.168092	specific	K
K2_TE1875642	0.168092	specific	K
K2_TE1875641	0.168092	specific	K
K2_TE1875640	0.168092	specific	K
K2_TE1875639	0.168092	specific	K
K2_TE1875638	0.336183	specific	K
K2_TE1875637	0.336183	specific	K
K2_TE1875636	0.168092	specific	K
K2_TE1875635	0.252137	specific	K
K2_TE1875634	1.59687	specific	K
K2_TE1875633	0.252137	specific	K
K2_TE1886313	9.49718	specific	K
K2_TE1886314	9.49718	specific	K
K2_TE1886315	0.168092	specific	K
K2_TE0434602	15.4644	specific	K
K2_TE0434603	15.3804	specific	K
K2_TE0434604	0.672367	specific	K
K2_TE0434605	0.252137	specific	K
K2_TE0434607	32.0215	specific	K
K2_TE0434608	0.336183	specific	K
K2_TE0434609	0.168092	specific	K
K2_TE0434610	0.168092	specific	K
K2_TE0434611	0.168092	specific	K
K2_TE0434612	21.3476	specific	K
K2_TE0434613	20.5912	specific	K
K2_TE0434614	20.8434	specific	K
K2_TE0434615	20.5912	specific	K
K2_TE0434616	20.7593	specific	K
K2_TE0434617	0.168092	specific	K
K2_TE0434618	0.168092	specific	K
K2_TE0434619	0.252137	specific	K
K2_TE0434620	0.252137	specific	K
K2_TE0434621	0.252137	specific	K
K2_TE0434622	1.59687	specific	K
K2_TE0434623	1.51282	specific	K
K2_TE0434624	1.0926	specific	K
K2_TE0434625	1.59687	specific	K
K2_TE0434626	1.34473	specific	K
K2_TE0434627	10.2536	specific	K
K2_TE0714052	0.756412	specific	K
K2_TE0714050	0.252137	specific	K
K2_TE0714051	0.252137	specific	K
K2_TE0714049	0.252137	specific	K
K2_TE0714048	1.68092	specific	K
K2_TE0714047	1.68092	specific	K
K2_TE0714046	1.68092	specific	K
K2_TE0714045	1.68092	specific	K
K2_TE0714044	2.68947	specific	K
K2_TE0714043	2.35328	specific	K
K2_TE0714042	2.26924	specific	K
K2_TE0714041	1.93305	specific	K
K2_TE0714024	0.168092	specific	K
K2_TE0714023	0.168092	specific	K
K2_TE0692701	7.48008	specific	K
K2_TE0692700	26.7266	specific	K
K2_TE0692699	31.9374	specific	K
K2_TE0692698	38.6611	specific	K
K2_TE0692697	33.1981	specific	K
K2_TE0692696	25.4659	specific	K
K2_TE0692695	26.0542	specific	K
K2_TE0692694	19.3305	specific	K
K2_TE0692692	19.5827	specific	K
K2_TE0692693	19.4146	specific	K
K2_TE0692690	19.7508	specific	K
K2_TE0692689	19.9189	specific	K
K2_TE0692691	19.1624	specific	K
K2_TE0692688	19.6667	specific	K
K2_TE0692686	31.9374	specific	K
K2_TE0692687	0.336183	specific	K
K2_TE1169807	7.05985	specific	K
K2_TE1169808	5.79916	specific	K
K2_TE1169809	1.0926	specific	K
K2_TE1169810	1.34473	specific	K
K2_TE1169811	1.26069	specific	K
K2_TE1169812	1.17664	specific	K
K2_TE1170627	5.63107	specific	K
K2_TE1170628	5.63107	specific	K
K2_TE1170629	5.63107	specific	K
K2_TE1170630	5.63107	specific	K
K2_TE1170631	10.4217	specific	K
K2_TE1170632	10.5898	specific	K
K2_TE1170633	10.7579	specific	K
K2_TE1170634	10.7579	specific	K
K2_TE1170635	10.926	specific	K
K2_TE1170636	11.01	specific	K
K2_TE1170637	10.7579	specific	K
K2_TE1170638	10.6738	specific	K
K2_TE1170639	9.74931	specific	K
K2_TE1170704	3.95015	specific	K
K2_TE1170705	2.68947	specific	K
K2_TE0964200	5.37893	specific	K
K2_TE0968778	1.00855	specific	K
K2_TE0968779	1.00855	specific	K
K2_TE0968780	1.00855	specific	K
K2_TE0968781	1.00855	specific	K
K2_TE0968782	1.00855	specific	K
K2_TE0968783	1.00855	specific	K
K2_TE0968784	1.00855	specific	K
K2_TE0968785	1.00855	specific	K
K2_TE0968786	1.00855	specific	K
K2_TE0968787	1.00855	specific	K
K2_TE0968789	1.00855	specific	K
K2_TE0968790	1.00855	specific	K
K2_TE0968791	1.00855	specific	K
K2_TE0968792	1.00855	specific	K
K2_TE0968793	4.70657	specific	K
K2_TE0968794	0.504275	specific	K
K2_TE0968796	0.168092	specific	K
K2_TE0968800	0.168092	specific	K
K2_TE0968804	0.168092	specific	K
K2_TE0968805	0.168092	specific	K
K2_TE0968806	0.336183	specific	K
K2_TE0056560	3.44588	specific	K
K2_TE0056561	2.10115	specific	K
K2_TE0056562	2.43733	specific	K
K2_TE0056563	7.14389	specific	K
K2_TE0056564	5.79916	specific	K
K2_TE0056565	0.336183	specific	K
K2_TE0057131	0.252137	specific	K
K2_TE0057132	0.336183	specific	K
K2_TE0057133	0.252137	specific	K
K2_TE1460007	0.168092	specific	K
K2_TE1460006	0.252137	specific	K
K2_TE1459925	11.8505	specific	K
K2_TE1459924	10.6738	specific	K
K2_TE0369239	0.504275	specific	K
K2_TE0369240	0.336183	specific	K
K2_TE0369241	0.336183	specific	K
K2_TE0369242	1.00855	specific	K
K2_TE0369243	1.00855	specific	K
K2_TE1659309	0.756412	specific	K
K2_TE1657075	4.53847	specific	K
K2_TE1657074	6.72367	specific	K
K2_TE1655424	0.168092	specific	K
K2_TE1655423	0.168092	specific	K
K2_TE1655422	0.168092	specific	K
K2_TE1655421	0.168092	specific	K
K2_TE1655420	0.168092	specific	K
K2_TE1655419	0.168092	specific	K
K2_TE1655418	0.168092	specific	K
K2_TE1655417	0.168092	specific	K
K2_TE1655415	0.168092	specific	K
K2_TE1655414	0.168092	specific	K
K2_TE1655410	0.168092	specific	K
K2_TE1655413	0.168092	specific	K
K2_TE1655411	0.168092	specific	K
K2_TE1655412	0.168092	specific	K
K2_TE1655409	0.168092	specific	K
K2_TE1655408	0.168092	specific	K
K2_TE1655407	0.168092	specific	K
K2_TE1655406	0.168092	specific	K
K2_TE1655405	0.168092	specific	K
K2_TE1655404	0.168092	specific	K
K2_TE1655403	0.168092	specific	K
K2_TE1655402	0.252137	specific	K
K2_TE1655401	0.252137	specific	K
K2_TE1655400	0.252137	specific	K
K2_TE1655399	0.252137	specific	K
K2_TE1655397	0.252137	specific	K
K2_TE1655398	0.252137	specific	K
K2_TE1655396	0.252137	specific	K
K2_TE1655394	0.252137	specific	K
K2_TE1655393	0.252137	specific	K
K2_TE1655395	0.252137	specific	K
K2_TE1655392	0.252137	specific	K
K2_TE1655391	0.252137	specific	K
K2_TE1655390	0.252137	specific	K
K2_TE1655389	0.252137	specific	K
K2_TE1655388	0.252137	specific	K
K2_TE1655387	0.252137	specific	K
K2_TE1655386	0.252137	specific	K
K2_TE1655385	0.252137	specific	K
K2_TE1655383	0.252137	specific	K
K2_TE1655384	0.252137	specific	K
K2_TE1655382	0.252137	specific	K
K2_TE1655381	0.252137	specific	K
K2_TE1655380	0.252137	specific	K
K2_TE1655379	0.252137	specific	K
K2_TE1655377	0.252137	specific	K
K2_TE1655378	0.252137	specific	K
K2_TE1655376	0.252137	specific	K
K2_TE1655375	0.252137	specific	K
K2_TE1655374	0.252137	specific	K
K2_TE1655373	0.252137	specific	K
K2_TE1655371	0.252137	specific	K
K2_TE1655372	0.252137	specific	K
K2_TE1655369	1.84901	specific	K
K2_TE1655368	1.59687	specific	K
K2_TE1655367	1.34473	specific	K
K2_TE1655366	0.924504	specific	K
K2_TE1655365	0.336183	specific	K
K2_TE1655364	0.336183	specific	K
K2_TE1655363	0.336183	specific	K
K2_TE1655362	0.336183	specific	K
K2_TE1655361	0.420229	specific	K
K2_TE1655359	0.420229	specific	K
K2_TE1655360	0.420229	specific	K
K2_TE1655357	0.672367	specific	K
K2_TE1655358	0.336183	specific	K
K2_TE1655356	0.336183	specific	K
K2_TE1655353	0.336183	specific	K
K2_TE1655355	0.336183	specific	K
K2_TE1655354	0.336183	specific	K
K2_TE1655352	0.336183	specific	K
K2_TE1655351	0.336183	specific	K
K2_TE1655350	0.336183	specific	K
K2_TE1655348	0.336183	specific	K
K2_TE1655347	0.336183	specific	K
K2_TE0463360	0.252137	specific	K
K2_TE0463359	0.252137	specific	K
K2_TE0463358	0.252137	specific	K
K2_TE0463356	0.252137	specific	K
K2_TE0463355	0.252137	specific	K
K2_TE0463354	0.252137	specific	K
K2_TE0463353	0.252137	specific	K
K2_TE0463352	0.252137	specific	K
K2_TE0463351	0.336183	specific	K
K2_TE0463349	0.336183	specific	K
K2_TE0463350	0.336183	specific	K
K2_TE0463348	0.336183	specific	K
K2_TE0463346	0.336183	specific	K
K2_TE0463347	0.336183	specific	K
K2_TE0463345	0.336183	specific	K
K2_TE0463344	0.336183	specific	K
K2_TE0463343	0.336183	specific	K
K2_TE0463342	0.336183	specific	K
K2_TE0463341	0.336183	specific	K
K2_TE0463339	0.336183	specific	K
K2_TE0463340	0.336183	specific	K
K2_TE0463338	0.336183	specific	K
K2_TE0463336	0.336183	specific	K
K2_TE0463337	0.336183	specific	K
K2_TE0463335	0.336183	specific	K
K2_TE0463334	0.336183	specific	K
K2_TE0463332	0.336183	specific	K
