index	type	TE	TEcoverage	genome
LTR-TE9849	conserved	Ancient	0	A
LTR-TE9867	conserved	Ancient	0	A
LTR-TE9880	conserved	Ancient	0	A
LTR-TE9882	conserved	Ancient	0	A
LTR-TE9889	conserved	Ancient	0	A
LTR-TE9897	conserved	Ancient	0	A
LTR-TE9901	conserved	Ancient	0	A
LTR-TE9957	conserved	Ancient	0	A
LTR-TE8149	conserved	Ancient	0	A
LTR-TE8172	conserved	Ancient	0	A
LTR-TE8186	conserved	Ancient	1	A
LTR-TE8282	conserved	Ancient	0	A
LTR-TE8328	conserved	Ancient	0	A
LTR-TE8372	conserved	Ancient	0	A
LTR-TE8466	conserved	Ancient	0	A
LTR-TE8502	conserved	Ancient	0	A
LTR-TE8545	conserved	Ancient	0	A
LTR-TE8650	conserved	Ancient	0	A
LTR-TE8712	conserved	Ancient	0	A
LTR-TE8720	conserved	Ancient	0	A
LTR-TE8843	conserved	Ancient	0	A
LTR-TE8865	conserved	Ancient	0	A
LTR-TE8870	conserved	Ancient	0	A
LTR-TE8887	conserved	Ancient	0	A
LTR-TE8911	conserved	Ancient	0	A
LTR-TE9006	conserved	Ancient	0	A
LTR-TE9058	conserved	Ancient	0	A
LTR-TE9204	conserved	Ancient	0	A
LTR-TE9228	conserved	Ancient	0	A
LTR-TE9265	conserved	Ancient	0	A
LTR-TE9464	conserved	Ancient	0	A
LTR-TE9528	conserved	Ancient	0	A
LTR-TE9536	conserved	Ancient	0	A
LTR-TE9542	conserved	Ancient	0	A
LTR-TE9566	conserved	Ancient	0	A
LTR-TE9642	conserved	Ancient	0	A
LTR-TE9709	conserved	Ancient	0	A
LTR-TE9746	conserved	Ancient	0	A
LTR-TE9775	conserved	Ancient	0	A
LTR-TE9857	conserved	Ancient	1	A
LTR-TE9866	conserved	Ancient	0	A
LTR-TE9892	conserved	Ancient	0	A
LTR-TE9907	conserved	Ancient	0	A
LTR-TE9929	conserved	Ancient	0	A
LTR-TE9951	conserved	Ancient	0	A
LTR-TE9976	conserved	Ancient	0	A
LTR-TE9991	conserved	Ancient	0	A
LTR-TE10270	conserved	Ancient	0	A
LTR-TE10626	conserved	Ancient	0	A
LTR-TE10949	conserved	Ancient	0	A
LTR-TE10074	conserved	Ancient	0	A
LTR-TE10075	conserved	Ancient	0	A
LTR-TE10076	conserved	Ancient	0	A
LTR-TE10088	conserved	Ancient	0	A
LTR-TE10399	conserved	Ancient	0	A
LTR-TE11040	conserved	Ancient	0	A
LTR-TE11072	conserved	Ancient	0	A
LTR-TE11112	conserved	Ancient	0	A
LTR-TE11129	conserved	Ancient	0	A
LTR-TE11146	conserved	Ancient	0	A
LTR-TE11217	conserved	Ancient	0	A
LTR-TE11228	conserved	Ancient	0	A
LTR-TE11254	conserved	Ancient	0	A
LTR-TE10049	conserved	Ancient	0	A
LTR-TE10103	conserved	Ancient	0	A
LTR-TE10119	conserved	Ancient	0	A
LTR-TE10131	conserved	Ancient	0	A
LTR-TE10146	conserved	Ancient	0	A
LTR-TE10237	conserved	Ancient	0	A
LTR-TE10269	conserved	Ancient	0	A
LTR-TE10295	conserved	Ancient	0	A
LTR-TE10315	conserved	Ancient	0	A
LTR-TE10456	conserved	Ancient	0	A
LTR-TE10471	conserved	Ancient	0	A
LTR-TE10490	conserved	Ancient	0	A
LTR-TE10522	conserved	Ancient	0	A
LTR-TE10568	conserved	Ancient	0	A
LTR-TE10635	conserved	Ancient	0	A
LTR-TE10656	conserved	Ancient	0	A
LTR-TE10676	conserved	Ancient	0	A
LTR-TE10697	conserved	Ancient	0	A
LTR-TE10698	conserved	Ancient	0	A
LTR-TE10728	conserved	Ancient	0	A
LTR-TE10732	conserved	Ancient	0	A
LTR-TE10744	conserved	Ancient	0	A
LTR-TE10793	conserved	Ancient	0	A
LTR-TE10811	conserved	Ancient	0	A
LTR-TE10841	conserved	Ancient	0	A
LTR-TE10875	conserved	Ancient	0	A
LTR-TE10890	conserved	Ancient	0	A
LTR-TE10928	conserved	Ancient	0	A
LTR-TE10956	conserved	Ancient	0	A
LTR-TE10960	conserved	Ancient	0	A
LTR-TE10986	conserved	Ancient	0	A
LTR-TE10990	conserved	Ancient	0	A
LTR-TE11010	conserved	Ancient	0	A
LTR-TE11023	conserved	Ancient	0	A
LTR-TE11028	conserved	Ancient	0	A
LTR-TE11033	conserved	Ancient	0	A
LTR-TE11034	conserved	Ancient	0	A
LTR-TE11046	conserved	Ancient	0	A
LTR-TE11060	conserved	Ancient	0	A
LTR-TE11062	conserved	Ancient	0	A
LTR-TE11097	conserved	Ancient	0	A
LTR-TE11104	conserved	Ancient	0	A
LTR-TE11119	conserved	Ancient	0	A
LTR-TE11136	conserved	Ancient	0	A
LTR-TE11162	conserved	Ancient	0	A
LTR-TE11169	conserved	Ancient	0	A
LTR-TE11199	conserved	Ancient	0	A
LTR-TE11218	conserved	Ancient	0	A
LTR-TE11231	conserved	Ancient	0	A
LTR-TE11238	conserved	Ancient	0	A
LTR-TE11242	conserved	Ancient	0	A
LTR-TE11250	conserved	Ancient	0	A
LTR-TE11276	conserved	Ancient	0	A
LTR-TE11278	conserved	Ancient	0	A
LTR-TE11296	conserved	Ancient	0	A
LTR-TE11298	conserved	Ancient	0	A
LTR-TE11316	conserved	Ancient	0	A
LTR-TE11320	conserved	Ancient	0	A
LTR-TE11335	conserved	Ancient	0	A
LTR-TE11365	conserved	Ancient	0	A
LTR-TE11395	conserved	Ancient	0	A
LTR-TE10059	conserved	Ancient	0	A
LTR-TE10097	conserved	Ancient	0	A
LTR-TE10112	conserved	Ancient	0	A
LTR-TE10116	conserved	Ancient	0	A
LTR-TE10136	conserved	Ancient	0	A
LTR-TE10187	conserved	Ancient	0	A
LTR-TE10203	conserved	Ancient	0	A
LTR-TE10235	conserved	Ancient	0	A
LTR-TE10271	conserved	Ancient	0	A
LTR-TE10274	conserved	Ancient	0	A
LTR-TE10285	conserved	Ancient	0	A
LTR-TE10687	conserved	Ancient	0	A
LTR-TE10884	conserved	Ancient	0	A
LTR-TE10921	conserved	Ancient	0	A
LTR-TE10953	conserved	Ancient	0	A
LTR-TE10984	conserved	Ancient	0	A
LTR-TE10988	conserved	Ancient	0	A
LTR-TE10991	conserved	Ancient	0	A
LTR-TE11052	conserved	Ancient	0	A
LTR-TE11120	conserved	Ancient	0	A
LTR-TE11142	conserved	Ancient	0	A
LTR-TE11179	conserved	Ancient	0	A
LTR-TE11191	conserved	Ancient	0	A
LTR-TE11192	conserved	Ancient	0	A
LTR-TE11203	conserved	Ancient	0	A
LTR-TE11215	conserved	Ancient	0	A
LTR-TE11235	conserved	Ancient	0	A
LTR-TE11247	conserved	Ancient	0	A
LTR-TE11248	conserved	Ancient	0	A
LTR-TE11262	conserved	Ancient	0	A
LTR-TE11281	conserved	Ancient	0	A
LTR-TE11286	conserved	Ancient	0	A
LTR-TE11287	conserved	Ancient	0	A
LTR-TE11317	conserved	Ancient	0	A
LTR-TE11319	conserved	Ancient	0	A
LTR-TE11339	conserved	Ancient	0	A
LTR-TE11343	conserved	Ancient	0	A
LTR-TE11349	conserved	Ancient	0	A
LTR-TE11364	conserved	Ancient	0	A
LTR-TE11402	conserved	Ancient	0	A
LTR-TE11685	conserved	Ancient	0	A
LTR-TE11686	conserved	Ancient	0	A
LTR-TE11551	conserved	Ancient	0	A
LTR-TE11627	conserved	Ancient	1	A
LTR-TE11809	conserved	Ancient	0	A
LTR-TE11820	conserved	Ancient	0	A
LTR-TE12614	conserved	Ancient	0	A
LTR-TE12742	conserved	Ancient	0	A
LTR-TE12797	conserved	Ancient	0	A
LTR-TE13239	conserved	Ancient	0	A
LTR-TE11458	conserved	Ancient	0	A
LTR-TE11485	conserved	Ancient	0	A
LTR-TE11488	conserved	Ancient	0	A
LTR-TE11533	conserved	Ancient	0	A
LTR-TE11552	conserved	Ancient	0	A
LTR-TE11556	conserved	Ancient	0	A
LTR-TE11561	conserved	Ancient	1	A
LTR-TE11574	conserved	Ancient	0	A
LTR-TE11576	conserved	Ancient	0	A
LTR-TE11612	conserved	Ancient	0	A
LTR-TE11614	conserved	Ancient	0	A
LTR-TE11618	conserved	Ancient	0	A
LTR-TE11643	conserved	Ancient	0	A
LTR-TE11652	conserved	Ancient	0	A
LTR-TE11674	conserved	Ancient	0	A
LTR-TE11704	conserved	Ancient	0	A
LTR-TE11705	conserved	Ancient	0	A
LTR-TE11728	conserved	Ancient	0	A
LTR-TE11768	conserved	Ancient	0	A
LTR-TE11769	conserved	Ancient	0	A
LTR-TE11821	conserved	Ancient	0	A
LTR-TE11830	conserved	Ancient	0	A
LTR-TE11843	conserved	Ancient	0	A
LTR-TE11887	conserved	Ancient	0	A
LTR-TE11890	conserved	Ancient	0	A
LTR-TE11919	conserved	Ancient	0	A
LTR-TE11993	conserved	Ancient	0	A
LTR-TE12050	conserved	Ancient	0	A
LTR-TE12129	conserved	Ancient	0	A
LTR-TE12173	conserved	Ancient	0	A
LTR-TE12193	conserved	Ancient	0	A
LTR-TE12194	conserved	Ancient	0	A
LTR-TE12223	conserved	Ancient	0	A
LTR-TE12269	conserved	Ancient	0	A
LTR-TE12270	conserved	Ancient	0	A
LTR-TE12310	conserved	Ancient	0	A
LTR-TE12331	conserved	Ancient	0	A
LTR-TE12344	conserved	Ancient	0	A
LTR-TE12355	conserved	Ancient	0	A
LTR-TE12387	conserved	Ancient	0	A
LTR-TE12402	conserved	Ancient	0	A
LTR-TE12427	conserved	Ancient	0	A
LTR-TE12429	conserved	Ancient	0	A
LTR-TE12435	conserved	Ancient	0	A
LTR-TE12438	conserved	Ancient	0	A
LTR-TE12528	conserved	Ancient	0	A
LTR-TE12566	conserved	Ancient	0	A
LTR-TE12599	conserved	Ancient	0	A
LTR-TE12631	conserved	Ancient	0	A
LTR-TE12640	conserved	Ancient	0	A
LTR-TE12641	conserved	Ancient	0	A
LTR-TE12672	conserved	Ancient	0	A
LTR-TE12800	conserved	Ancient	0	A
LTR-TE12812	conserved	Ancient	0	A
LTR-TE12836	conserved	Ancient	0	A
LTR-TE12838	conserved	Ancient	0	A
LTR-TE12870	conserved	Ancient	0	A
LTR-TE12931	conserved	Ancient	0	A
LTR-TE12932	conserved	Ancient	0	A
LTR-TE12959	conserved	Ancient	0	A
LTR-TE13062	conserved	Ancient	0	A
LTR-TE13076	conserved	Ancient	0	A
LTR-TE13156	conserved	Ancient	0	A
LTR-TE13157	conserved	Ancient	0	A
LTR-TE13169	conserved	Ancient	0	A
LTR-TE13173	conserved	Ancient	0	A
LTR-TE13185	conserved	Ancient	0	A
LTR-TE13189	conserved	Ancient	0	A
LTR-TE13195	conserved	Ancient	0.6714613	A
LTR-TE13206	conserved	Ancient	0	A
LTR-TE13207	conserved	Ancient	0	A
LTR-TE13210	conserved	Ancient	0	A
LTR-TE13216	conserved	Ancient	0	A
LTR-TE13222	conserved	Ancient	0	A
LTR-TE13237	conserved	Ancient	0	A
LTR-TE13238	conserved	Ancient	0	A
LTR-TE13247	conserved	Ancient	0	A
LTR-TE13249	conserved	Ancient	0	A
LTR-TE13252	conserved	Ancient	0	A
LTR-TE13254	conserved	Ancient	0	A
LTR-TE13255	conserved	Ancient	0	A
LTR-TE13280	conserved	Ancient	0	A
LTR-TE13284	conserved	Ancient	0	A
LTR-TE13353	conserved	Ancient	0	A
LTR-TE13363	conserved	Ancient	0	A
LTR-TE11536	conserved	Ancient	0	A
LTR-TE11544	conserved	Ancient	0	A
LTR-TE11560	conserved	Ancient	0	A
LTR-TE11569	conserved	Ancient	0	A
LTR-TE11577	conserved	Ancient	0	A
LTR-TE11596	conserved	Ancient	0	A
LTR-TE11597	conserved	Ancient	0	A
LTR-TE11602	conserved	Ancient	0	A
LTR-TE11604	conserved	Ancient	0	A
LTR-TE11613	conserved	Ancient	0	A
LTR-TE11621	conserved	Ancient	0	A
LTR-TE11633	conserved	Ancient	0	A
LTR-TE11654	conserved	Ancient	0	A
LTR-TE11659	conserved	Ancient	0	A
LTR-TE11677	conserved	Ancient	0	A
LTR-TE11697	conserved	Ancient	0	A
LTR-TE11770	conserved	Ancient	0	A
LTR-TE11812	conserved	Ancient	0	A
LTR-TE11819	conserved	Ancient	0	A
LTR-TE11828	conserved	Ancient	0	A
LTR-TE11861	conserved	Ancient	0	A
LTR-TE11876	conserved	Ancient	0	A
LTR-TE11884	conserved	Ancient	0	A
LTR-TE11885	conserved	Ancient	0	A
LTR-TE11985	conserved	Ancient	0	A
LTR-TE11999	conserved	Ancient	0	A
LTR-TE12024	conserved	Ancient	0	A
LTR-TE12105	conserved	Ancient	0	A
LTR-TE12140	conserved	Ancient	0	A
LTR-TE12186	conserved	Ancient	0	A
LTR-TE12371	conserved	Ancient	0	A
LTR-TE12418	conserved	Ancient	0	A
LTR-TE12471	conserved	Ancient	0	A
LTR-TE12502	conserved	Ancient	0	A
LTR-TE12522	conserved	Ancient	0	A
LTR-TE12530	conserved	Ancient	0	A
LTR-TE12590	conserved	Ancient	0	A
LTR-TE12700	conserved	Ancient	0	A
LTR-TE12738	conserved	Ancient	0	A
LTR-TE12841	conserved	Ancient	0	A
LTR-TE12952	conserved	Ancient	0	A
LTR-TE13010	conserved	Ancient	0	A
LTR-TE13029	conserved	Ancient	0	A
LTR-TE13074	conserved	Ancient	0	A
LTR-TE13186	conserved	Ancient	0	A
LTR-TE13196	conserved	Ancient	1	A
LTR-TE13200	conserved	Ancient	0	A
LTR-TE13224	conserved	Ancient	0	A
LTR-TE13253	conserved	Ancient	0	A
LTR-TE13263	conserved	Ancient	0	A
LTR-TE13267	conserved	Ancient	0	A
LTR-TE13298	conserved	Ancient	0	A
LTR-TE13322	conserved	Ancient	0	A
LTR-TE13379	conserved	Ancient	0	A
LTR-TE14120	conserved	Ancient	0	A
LTR-TE13470	conserved	Ancient	1	A
LTR-TE13485	conserved	Ancient	0	A
LTR-TE13487	conserved	Ancient	0	A
LTR-TE13507	conserved	Ancient	0	A
LTR-TE13508	conserved	Ancient	0	A
LTR-TE13511	conserved	Ancient	0	A
LTR-TE13525	conserved	Ancient	0	A
LTR-TE13548	conserved	Ancient	0	A
LTR-TE13550	conserved	Ancient	0	A
LTR-TE13553	conserved	Ancient	0	A
LTR-TE13571	conserved	Ancient	0	A
LTR-TE13637	conserved	Ancient	0	A
LTR-TE13669	conserved	Ancient	0	A
LTR-TE13676	conserved	Ancient	0	A
LTR-TE13681	conserved	Ancient	0	A
LTR-TE13721	conserved	Ancient	0	A
LTR-TE13722	conserved	Ancient	0	A
LTR-TE13723	conserved	Ancient	0	A
LTR-TE13724	conserved	Ancient	0	A
LTR-TE13735	conserved	Ancient	0	A
LTR-TE13775	conserved	Ancient	0	A
LTR-TE13776	conserved	Ancient	0	A
LTR-TE13798	conserved	Ancient	0	A
LTR-TE13799	conserved	Ancient	0	A
LTR-TE13832	conserved	Ancient	0	A
LTR-TE13913	conserved	Ancient	0	A
LTR-TE13922	conserved	Ancient	0	A
LTR-TE13973	conserved	Ancient	0	A
LTR-TE13983	conserved	Ancient	0	A
LTR-TE14022	conserved	Ancient	0	A
LTR-TE14033	conserved	Ancient	0	A
LTR-TE14034	conserved	Ancient	0	A
LTR-TE14108	conserved	Ancient	0	A
LTR-TE14112	conserved	Ancient	0	A
LTR-TE14119	conserved	Ancient	0	A
LTR-TE14124	conserved	Ancient	0	A
LTR-TE14175	conserved	Ancient	0	A
LTR-TE14190	conserved	Ancient	0	A
LTR-TE14206	conserved	Ancient	0	A
LTR-TE14211	conserved	Ancient	0	A
LTR-TE14295	conserved	Ancient	0	A
LTR-TE14356	conserved	Ancient	0	A
LTR-TE13401	conserved	Ancient	0	A
LTR-TE13414	conserved	Ancient	0	A
LTR-TE13433	conserved	Ancient	0	A
LTR-TE13467	conserved	Ancient	0	A
LTR-TE13471	conserved	Ancient	1	A
LTR-TE13478	conserved	Ancient	0	A
LTR-TE13481	conserved	Ancient	0	A
LTR-TE13520	conserved	Ancient	0	A
LTR-TE13558	conserved	Ancient	0	A
LTR-TE13635	conserved	Ancient	0	A
LTR-TE13640	conserved	Ancient	0	A
LTR-TE13685	conserved	Ancient	0	A
LTR-TE13817	conserved	Ancient	0	A
LTR-TE13878	conserved	Ancient	0	A
LTR-TE13920	conserved	Ancient	0	A
LTR-TE13945	conserved	Ancient	0	A
LTR-TE13991	conserved	Ancient	0	A
LTR-TE13993	conserved	Ancient	0	A
LTR-TE14037	conserved	Ancient	0	A
LTR-TE14050	conserved	Ancient	1	A
LTR-TE14140	conserved	Ancient	0	A
LTR-TE14150	conserved	Ancient	0	A
LTR-TE14157	conserved	Ancient	0	A
LTR-TE14180	conserved	Ancient	0	A
LTR-TE14220	conserved	Ancient	0	A
LTR-TE14273	conserved	Ancient	1	A
LTR-TE14298	conserved	Ancient	0	A
LTR-TE14314	conserved	Ancient	1	A
LTR-TE14471	conserved	Ancient	0	A
LTR-TE14620	conserved	Ancient	0	A
LTR-TE15206	conserved	Ancient	0	A
LTR-TE15496	conserved	Ancient	0	A
LTR-TE15829	conserved	Ancient	0	A
LTR-TE15837	conserved	Ancient	0	A
LTR-TE15910	conserved	Ancient	0	A
LTR-TE14446	conserved	Ancient	0	A
LTR-TE14453	conserved	Ancient	0	A
LTR-TE14490	conserved	Ancient	0	A
LTR-TE14494	conserved	Ancient	0	A
LTR-TE14498	conserved	Ancient	0	A
LTR-TE14512	conserved	Ancient	0	A
LTR-TE14516	conserved	Ancient	0	A
LTR-TE14524	conserved	Ancient	0	A
LTR-TE14544	conserved	Ancient	0	A
LTR-TE14548	conserved	Ancient	0	A
LTR-TE14551	conserved	Ancient	0	A
LTR-TE14575	conserved	Ancient	0	A
LTR-TE14591	conserved	Ancient	0	A
LTR-TE14592	conserved	Ancient	0	A
LTR-TE14593	conserved	Ancient	0	A
LTR-TE14597	conserved	Ancient	0	A
LTR-TE14600	conserved	Ancient	0	A
LTR-TE14615	conserved	Ancient	0	A
LTR-TE14617	conserved	Ancient	0	A
LTR-TE14640	conserved	Ancient	0	A
LTR-TE14664	conserved	Ancient	0	A
LTR-TE14674	conserved	Ancient	0	A
LTR-TE14683	conserved	Ancient	0	A
LTR-TE14697	conserved	Ancient	0	A
LTR-TE14714	conserved	Ancient	0	A
LTR-TE14775	conserved	Ancient	0	A
LTR-TE14805	conserved	Ancient	0	A
LTR-TE14834	conserved	Ancient	0	A
LTR-TE14848	conserved	Ancient	0	A
LTR-TE14853	conserved	Ancient	0	A
LTR-TE14897	conserved	Ancient	0	A
LTR-TE14924	conserved	Ancient	0	A
LTR-TE15004	conserved	Ancient	0	A
LTR-TE15141	conserved	Ancient	0	A
LTR-TE15142	conserved	Ancient	0	A
LTR-TE15172	conserved	Ancient	0	A
LTR-TE15251	conserved	Ancient	0	A
LTR-TE15269	conserved	Ancient	0	A
LTR-TE15274	conserved	Ancient	0	A
LTR-TE15304	conserved	Ancient	0	A
LTR-TE15341	conserved	Ancient	0	A
LTR-TE15484	conserved	Ancient	0	A
LTR-TE15486	conserved	Ancient	0	A
LTR-TE15553	conserved	Ancient	0	A
LTR-TE15599	conserved	Ancient	0	A
LTR-TE15641	conserved	Ancient	0	A
LTR-TE15682	conserved	Ancient	0	A
LTR-TE15745	conserved	Ancient	0	A
LTR-TE15746	conserved	Ancient	0	A
LTR-TE15756	conserved	Ancient	0	A
LTR-TE15774	conserved	Ancient	0	A
LTR-TE15853	conserved	Ancient	0	A
LTR-TE15864	conserved	Ancient	0	A
LTR-TE15880	conserved	Ancient	0	A
LTR-TE15926	conserved	Ancient	0	A
LTR-TE15930	conserved	Ancient	0	A
LTR-TE15940	conserved	Ancient	0	A
LTR-TE15965	conserved	Ancient	0	A
LTR-TE15977	conserved	Ancient	0	A
LTR-TE16000	conserved	Ancient	0	A
LTR-TE16002	conserved	Ancient	0	A
LTR-TE16063	conserved	Ancient	0	A
LTR-TE14430	conserved	Ancient	0	A
LTR-TE14438	conserved	Ancient	0	A
LTR-TE14455	conserved	Ancient	0	A
LTR-TE14457	conserved	Ancient	0	A
LTR-TE14461	conserved	Ancient	0	A
LTR-TE14533	conserved	Ancient	0	A
LTR-TE14576	conserved	Ancient	0	A
LTR-TE14577	conserved	Ancient	0	A
LTR-TE14628	conserved	Ancient	0	A
LTR-TE14636	conserved	Ancient	0	A
LTR-TE14656	conserved	Ancient	0	A
LTR-TE14768	conserved	Ancient	0	A
LTR-TE14783	conserved	Ancient	0	A
LTR-TE14798	conserved	Ancient	0	A
LTR-TE14800	conserved	Ancient	0	A
LTR-TE14807	conserved	Ancient	0	A
LTR-TE14825	conserved	Ancient	0	A
LTR-TE14827	conserved	Ancient	0	A
LTR-TE14849	conserved	Ancient	0	A
LTR-TE14870	conserved	Ancient	0	A
LTR-TE14885	conserved	Ancient	0	A
LTR-TE14909	conserved	Ancient	0	A
LTR-TE15114	conserved	Ancient	0	A
LTR-TE15150	conserved	Ancient	0	A
LTR-TE15256	conserved	Ancient	0	A
LTR-TE15308	conserved	Ancient	0	A
LTR-TE15366	conserved	Ancient	0	A
LTR-TE15509	conserved	Ancient	0	A
LTR-TE15532	conserved	Ancient	0	A
LTR-TE15684	conserved	Ancient	0	A
LTR-TE15706	conserved	Ancient	0	A
LTR-TE15710	conserved	Ancient	0	A
LTR-TE15722	conserved	Ancient	0	A
LTR-TE15731	conserved	Ancient	0	A
LTR-TE15764	conserved	Ancient	0	A
LTR-TE15811	conserved	Ancient	0	A
LTR-TE15836	conserved	Ancient	0	A
LTR-TE15843	conserved	Ancient	0	A
LTR-TE15859	conserved	Ancient	0	A
LTR-TE15886	conserved	Ancient	0	A
LTR-TE15892	conserved	Ancient	0	A
LTR-TE15893	conserved	Ancient	0	A
LTR-TE15894	conserved	Ancient	0	A
LTR-TE15938	conserved	Ancient	0	A
LTR-TE15961	conserved	Ancient	0	A
LTR-TE15986	conserved	Ancient	0	A
LTR-TE16015	conserved	Ancient	0	A
LTR-TE16038	conserved	Ancient	0	A
LTR-TE16055	conserved	Ancient	0	A
LTR-TE16079	conserved	Ancient	0	A
LTR-TE16325	conserved	Ancient	0	A
LTR-TE16814	conserved	Ancient	0	A
LTR-TE17225	conserved	Ancient	0	A
LTR-TE17564	conserved	Ancient	0	A
LTR-TE16296	conserved	Ancient	0	A
LTR-TE16317	conserved	Ancient	0	A
LTR-TE16365	conserved	Ancient	0	A
LTR-TE16376	conserved	Ancient	0	A
LTR-TE16564	conserved	Ancient	0	A
LTR-TE17034	conserved	Ancient	0	A
LTR-TE17067	conserved	Ancient	0	A
LTR-TE17516	conserved	Ancient	0	A
LTR-TE17652	conserved	Ancient	0	A
LTR-TE17716	conserved	Ancient	0	A
LTR-TE16155	conserved	Ancient	0	A
LTR-TE16183	conserved	Ancient	0	A
LTR-TE16205	conserved	Ancient	0	A
LTR-TE16228	conserved	Ancient	0	A
LTR-TE16234	conserved	Ancient	0	A
LTR-TE16261	conserved	Ancient	0	A
LTR-TE16295	conserved	Ancient	0	A
LTR-TE16315	conserved	Ancient	0	A
LTR-TE16321	conserved	Ancient	0	A
LTR-TE16337	conserved	Ancient	0	A
LTR-TE16343	conserved	Ancient	0	A
LTR-TE16349	conserved	Ancient	0	A
LTR-TE16358	conserved	Ancient	0	A
LTR-TE16361	conserved	Ancient	0	A
LTR-TE16386	conserved	Ancient	0	A
LTR-TE16402	conserved	Ancient	0	A
LTR-TE16419	conserved	Ancient	0	A
LTR-TE16425	conserved	Ancient	0	A
LTR-TE16454	conserved	Ancient	0	A
LTR-TE16469	conserved	Ancient	0	A
LTR-TE16545	conserved	Ancient	0	A
LTR-TE16547	conserved	Ancient	0	A
LTR-TE16579	conserved	Ancient	0	A
LTR-TE16586	conserved	Ancient	0	A
LTR-TE16587	conserved	Ancient	0	A
LTR-TE16659	conserved	Ancient	0	A
LTR-TE16734	conserved	Ancient	0	A
LTR-TE16742	conserved	Ancient	0	A
LTR-TE16777	conserved	Ancient	0.4577957	A
LTR-TE16821	conserved	Ancient	0	A
LTR-TE16840	conserved	Ancient	0	A
LTR-TE16899	conserved	Ancient	0	A
LTR-TE16918	conserved	Ancient	0	A
LTR-TE17001	conserved	Ancient	0	A
LTR-TE17036	conserved	Ancient	0	A
LTR-TE17066	conserved	Ancient	0	A
LTR-TE17222	conserved	Ancient	0	A
LTR-TE17253	conserved	Ancient	0	A
LTR-TE17254	conserved	Ancient	0	A
LTR-TE17283	conserved	Ancient	0	A
LTR-TE17294	conserved	Ancient	0	A
LTR-TE17316	conserved	Ancient	0	A
LTR-TE17344	conserved	Ancient	0	A
LTR-TE17360	conserved	Ancient	0	A
LTR-TE17375	conserved	Ancient	0	A
LTR-TE17379	conserved	Ancient	0	A
LTR-TE17403	conserved	Ancient	0	A
LTR-TE17404	conserved	Ancient	0	A
LTR-TE17405	conserved	Ancient	0	A
LTR-TE17420	conserved	Ancient	0	A
LTR-TE17446	conserved	Ancient	0	A
LTR-TE17463	conserved	Ancient	0	A
LTR-TE17491	conserved	Ancient	0	A
LTR-TE17495	conserved	Ancient	0	A
LTR-TE17535	conserved	Ancient	0	A
LTR-TE17580	conserved	Ancient	0	A
LTR-TE17645	conserved	Ancient	0	A
LTR-TE17653	conserved	Ancient	0	A
LTR-TE17683	conserved	Ancient	0	A
LTR-TE17697	conserved	Ancient	0	A
LTR-TE17745	conserved	Ancient	0	A
LTR-TE17808	conserved	Ancient	0	A
LTR-TE17867	conserved	Ancient	0	A
LTR-TE17891	conserved	Ancient	0	A
LTR-TE17909	conserved	Ancient	0	A
LTR-TE17937	conserved	Ancient	0	A
LTR-TE16173	conserved	Ancient	0	A
LTR-TE16216	conserved	Ancient	0	A
LTR-TE16225	conserved	Ancient	0	A
LTR-TE16226	conserved	Ancient	0	A
LTR-TE16231	conserved	Ancient	0	A
LTR-TE16235	conserved	Ancient	0	A
LTR-TE16269	conserved	Ancient	0	A
LTR-TE16285	conserved	Ancient	0	A
LTR-TE16304	conserved	Ancient	0	A
LTR-TE16314	conserved	Ancient	0	A
LTR-TE16359	conserved	Ancient	0	A
LTR-TE16367	conserved	Ancient	0	A
LTR-TE16401	conserved	Ancient	0	A
LTR-TE16429	conserved	Ancient	0	A
LTR-TE16466	conserved	Ancient	0	A
LTR-TE16497	conserved	Ancient	0	A
LTR-TE16519	conserved	Ancient	0	A
LTR-TE16630	conserved	Ancient	0	A
LTR-TE16735	conserved	Ancient	0	A
LTR-TE16762	conserved	Ancient	0	A
LTR-TE17143	conserved	Ancient	0	A
LTR-TE17252	conserved	Ancient	0	A
LTR-TE17293	conserved	Ancient	0	A
LTR-TE17327	conserved	Ancient	0	A
LTR-TE17363	conserved	Ancient	1	A
LTR-TE17365	conserved	Ancient	1	A
LTR-TE17366	conserved	Ancient	1	A
LTR-TE17487	conserved	Ancient	1	A
LTR-TE17496	conserved	Ancient	0	A
LTR-TE17533	conserved	Ancient	0	A
LTR-TE17553	conserved	Ancient	0	A
LTR-TE17635	conserved	Ancient	0	A
LTR-TE17642	conserved	Ancient	0	A
LTR-TE17649	conserved	Ancient	0	A
LTR-TE17733	conserved	Ancient	0	A
LTR-TE17735	conserved	Ancient	0	A
LTR-TE19140	conserved	Ancient	0	A
LTR-TE19189	conserved	Ancient	0	A
LTR-TE19226	conserved	Ancient	0	A
LTR-TE18058	conserved	Ancient	0	A
LTR-TE18817	conserved	Ancient	0	A
LTR-TE18848	conserved	Ancient	0	A
LTR-TE19125	conserved	Ancient	0	A
LTR-TE19240	conserved	Ancient	0	A
LTR-TE17987	conserved	Ancient	0	A
LTR-TE18011	conserved	Ancient	0	A
LTR-TE18014	conserved	Ancient	0	A
LTR-TE18015	conserved	Ancient	0	A
LTR-TE18016	conserved	Ancient	0	A
LTR-TE18024	conserved	Ancient	0	A
LTR-TE18035	conserved	Ancient	0	A
LTR-TE18055	conserved	Ancient	0	A
